<s>	44.769775
start	0.062947
to	0.040315
start	0.084816
to	0.043160
start	0.068778
to	0.036130
start	0.053908
to	0.025115
start	0.040432
to	0.019196
start	0.033120
to	0.015867
start	0.029918
to	0.013894
start	0.028135
to	0.014139
start	0.028311
to	0.016266
start	0.029460
to	0.017732
start	0.031096
to	0.021745
start	0.033719
to	0.030037
start	0.038157
to	0.037127
start	0.041174
to	0.045052
start	0.048599
to	0.065242
start	0.075635
to	0.117254
start	0.120159
to	0.221196
restore	0.462645
data	0.060625
through	0.170625
a	0.496819
restoration	0.008655
solution	0.126141
on	0.372052
the	0.613677
bottom	0.499497
left	0.015419
to	0.156013
the	0.385764
bottom	0.222974
left	0.004954
.	0.006535
