<s>	18.375620
start	1.406036
to	0.408129
start	1.084497
to	0.287841
start	1.015258
to	0.270088
start	0.981815
to	0.274877
start	0.984469
to	0.273167
start	1.053590
to	0.280600
start	1.118646
to	0.301377
start	1.170952
to	0.324006
start	1.216630
to	0.322593
start	1.141804
to	0.301522
start	1.110636
to	0.315943
start	1.174699
to	0.343900
start	1.155072
to	0.325182
start	1.066973
to	0.304310
start	1.064786
to	0.333911
start	1.073887
to	0.378778
start	1.050698
to	0.427974
restore	1.568808
data	0.698578
through	0.366741
a	0.306328
restoration	0.810441
solution	0.849208
on	0.325941
the	0.196977
bottom	1.036282
left	0.362621
to	0.221142
the	0.094445
bottom	0.380343
left	0.053597
.	0.008283
