<s>	19.108423
start	1.300740
to	2.132061
start	1.086310
to	1.777636
start	0.855169
to	1.660033
start	0.698650
to	1.345323
start	0.563229
to	1.042319
start	0.458308
to	0.878791
start	0.423492
to	0.808453
start	0.417486
to	0.770477
start	0.402111
to	0.745065
start	0.389329
to	0.683913
start	0.372276
to	0.574917
start	0.351919
to	0.514120
start	0.338219
to	0.468621
start	0.302970
to	0.401290
start	0.254737
to	0.335573
start	0.214658
to	0.270937
start	0.177575
to	0.208408
restore	0.773208
data	0.339750
through	0.388501
a	0.295104
restoration	0.583499
solution	1.059661
on	0.777212
the	0.991009
bottom	0.699786
left	0.491071
to	0.272120
the	0.335410
bottom	0.222554
left	0.142388
.	0.295187
