<s>	18.151556
start	2.025398
to	1.085539
start	1.609675
to	0.971583
start	1.404919
to	0.747950
start	1.126855
to	0.531038
start	0.941640
to	0.453387
start	0.887797
to	0.466155
start	0.883825
to	0.442081
start	0.898359
to	0.455006
start	0.928237
to	0.522265
start	0.965117
to	0.611067
start	1.020654
to	0.652485
start	1.086098
to	0.597037
start	0.932818
to	0.543921
start	0.787109
to	0.465258
start	0.704439
to	0.381471
start	0.618723
to	0.278472
start	0.414397
to	0.110896
restore	0.781760
data	0.092532
through	0.278328
a	0.352622
restoration	0.093844
solution	0.174767
on	0.632959
the	0.265114
bottom	0.765648
left	0.062921
to	1.278546
the	0.171264
bottom	0.295249
left	0.007252
.	0.043964
