<s>	6.340265
start	1.922612
to	1.620818
start	1.986390
to	1.367919
start	1.520599
to	1.204277
start	1.223444
to	1.001196
start	1.006754
to	0.873790
start	0.902757
to	0.832650
start	0.868707
to	0.830132
start	0.841612
to	0.820057
start	0.830786
to	0.907094
start	0.892607
to	0.976911
start	0.921710
to	0.899020
start	0.830437
to	0.780349
start	0.778298
to	0.754052
start	0.703266
to	0.682595
start	0.601258
to	0.565363
start	0.498956
to	0.432042
start	0.374738
to	0.302625
restore	1.185765
data	0.411263
through	0.861025
a	0.825224
restoration	0.745637
solution	0.800847
on	1.193903
the	0.833993
bottom	1.351716
left	1.104932
to	0.730887
the	0.569221
bottom	0.857112
left	0.380030
.	0.252358
