<s>	27.855547
start	1.266895
to	0.031429
start	1.093034
to	0.038122
start	1.121906
to	0.038842
start	1.063389
to	0.023833
start	0.975189
to	0.026762
start	0.995281
to	0.038891
start	1.041163
to	0.033097
start	1.022958
to	0.025359
start	0.976549
to	0.030389
start	1.020100
to	0.041017
start	1.043279
to	0.029057
start	0.960982
to	0.026941
start	0.978076
to	0.032021
start	1.002668
to	0.037317
start	0.968705
to	0.025109
start	0.882393
to	0.025731
start	0.895867
to	0.040933
restore	0.222798
data	0.189678
through	0.932126
a	0.051109
restoration	0.291776
solution	0.185121
on	0.459559
the	0.066237
bottom	0.060521
left	0.788695
to	0.617108
the	0.103875
bottom	0.200423
left	0.078588
.	0.043552
