<s>	45.988960
start	0.089729
to	0.055018
start	0.177222
to	0.071079
start	0.170679
to	0.054548
start	0.169399
to	0.050918
start	0.175522
to	0.050269
start	0.164925
to	0.044034
start	0.141504
to	0.042397
start	0.123219
to	0.043011
start	0.110068
to	0.045063
start	0.097823
to	0.049895
start	0.092540
to	0.048520
start	0.083750
to	0.037860
start	0.077137
to	0.038635
start	0.077043
to	0.043312
start	0.075843
to	0.039017
start	0.070640
to	0.031016
start	0.066373
to	0.026780
restore	0.042065
data	0.011687
through	0.255473
a	0.217820
restoration	0.043056
solution	0.040978
on	0.036917
the	0.123138
bottom	0.067782
left	0.351090
to	0.009795
the	0.054413
bottom	0.008523
left	0.008428
.	0.005085
