<s>	22.724682
start	1.014857
to	0.361150
start	0.834714
to	0.473999
start	0.877806
to	0.450353
start	0.859634
to	0.464406
start	0.859583
to	0.480168
start	0.875619
to	0.455003
start	0.899337
to	0.439975
start	0.926301
to	0.535428
start	0.938614
to	0.576082
start	0.970302
to	0.600975
start	0.948902
to	0.563602
start	0.872622
to	0.575080
start	0.849658
to	0.548365
start	0.812827
to	0.647417
start	0.814501
to	0.696014
start	0.748732
to	0.610192
start	0.777394
to	0.197196
restore	0.197585
data	0.257108
through	0.097133
a	0.158365
restoration	0.075437
solution	0.218590
on	0.244810
the	0.812164
bottom	0.027556
left	0.758999
to	0.161087
the	0.668469
bottom	0.030856
left	0.004751
.	0.005603
