<s>	46.824127
start	0.275904
to	0.110899
start	0.243960
to	0.082576
start	0.196220
to	0.081854
start	0.167269
to	0.075112
start	0.156333
to	0.065399
start	0.142770
to	0.056534
start	0.137869
to	0.048863
start	0.129381
to	0.044969
start	0.110054
to	0.041153
start	0.096745
to	0.036043
start	0.089883
to	0.031735
start	0.082902
to	0.029880
start	0.073021
to	0.026448
start	0.063898
to	0.022164
start	0.057582
to	0.018480
start	0.047715
to	0.013452
start	0.032067
to	0.008366
restore	0.005924
data	0.019472
through	0.005853
a	0.004044
restoration	0.010288
solution	0.033856
on	0.004093
the	0.003012
bottom	0.031660
left	0.119855
to	0.030204
the	0.002927
bottom	0.005273
left	0.001540
.	0.000371
