<s>	31.383972
start	1.228998
to	1.095700
start	1.186438
to	0.896617
start	0.994485
to	0.744002
start	0.859342
to	0.645019
start	0.749323
to	0.551478
start	0.623750
to	0.480448
start	0.554984
to	0.443939
start	0.518273
to	0.408081
start	0.479151
to	0.367530
start	0.446932
to	0.336286
start	0.424415
to	0.296865
start	0.365934
to	0.245050
start	0.307482
to	0.208363
start	0.258257
to	0.177123
start	0.213129
to	0.137940
start	0.165817
to	0.100979
start	0.115204
to	0.064339
restore	0.185529
data	0.095750
through	0.095082
a	0.185139
restoration	0.119114
solution	0.130496
on	0.039981
the	0.122705
bottom	0.166069
left	0.361884
to	0.227716
the	0.048317
bottom	0.057577
left	0.080622
.	0.008380
