<s>	36.289513
start	0.715783
to	1.143836
start	0.468760
to	0.763891
start	0.346463
to	0.636647
start	0.310335
to	0.553455
start	0.292989
to	0.484759
start	0.268955
to	0.437460
start	0.252075
to	0.402516
start	0.247371
to	0.373423
start	0.236004
to	0.360249
start	0.224468
to	0.371147
start	0.223513
to	0.393085
start	0.213916
to	0.376641
start	0.185631
to	0.311765
start	0.164214
to	0.269189
start	0.155411
to	0.265308
start	0.154435
to	0.249149
start	0.154152
to	0.224746
restore	0.151892
data	0.119363
through	0.183571
a	0.148782
restoration	0.275854
solution	0.140757
on	0.108549
the	0.112648
bottom	0.046487
left	0.032280
to	0.065581
the	0.061773
bottom	0.010120
left	0.015708
.	0.005379
