<s>	48.391090
start	0.058201
to	0.036992
start	0.080520
to	0.027895
start	0.078118
to	0.026165
start	0.076406
to	0.023035
start	0.069494
to	0.018541
start	0.066717
to	0.016249
start	0.067331
to	0.015128
start	0.068124
to	0.015512
start	0.067889
to	0.016506
start	0.059797
to	0.016406
start	0.057133
to	0.016755
start	0.059003
to	0.016577
start	0.053483
to	0.014653
start	0.043699
to	0.013240
start	0.038626
to	0.012285
start	0.035570
to	0.011290
start	0.031816
to	0.009511
restore	0.026770
data	0.003993
through	0.031742
a	0.035776
restoration	0.014171
solution	0.014727
on	0.066675
the	0.015812
bottom	0.019069
left	0.018355
to	0.024033
the	0.007186
bottom	0.008765
left	0.001974
.	0.001193
