<s>	48.225998
start	0.062792
to	0.032483
start	0.026492
to	0.021102
start	0.018635
to	0.021235
start	0.016489
to	0.020575
start	0.013385
to	0.016851
start	0.010970
to	0.014982
start	0.011094
to	0.014309
start	0.011370
to	0.012744
start	0.010797
to	0.010576
start	0.010500
to	0.009945
start	0.010970
to	0.009612
start	0.011929
to	0.009478
start	0.013662
to	0.010175
start	0.015520
to	0.011704
start	0.016764
to	0.013137
start	0.018156
to	0.013649
start	0.020802
to	0.015176
restore	0.015793
data	0.012457
through	0.050123
a	0.053273
restoration	0.032124
solution	0.235637
on	0.132572
the	0.102815
bottom	0.247531
left	0.040881
to	0.051949
the	0.072395
bottom	0.161156
left	0.005556
.	0.001685
