<s>	17.381443
start	1.280464
to	1.539358
start	1.220547
to	1.185197
start	0.951465
to	1.041644
start	0.848702
to	0.957328
start	0.769387
to	0.805159
start	0.668550
to	0.697098
start	0.634587
to	0.707852
start	0.639798
to	0.716679
start	0.619830
to	0.698243
start	0.610164
to	0.668073
start	0.560239
to	0.590452
start	0.509456
to	0.524081
start	0.507253
to	0.477240
start	0.463194
to	0.398228
start	0.383526
to	0.308696
start	0.337578
to	0.227987
start	0.283472
to	0.189019
restore	0.769534
data	0.552725
through	0.694142
a	1.028180
restoration	0.938036
solution	0.450285
on	0.492441
the	1.480612
bottom	0.731867
left	0.884831
to	0.301138
the	0.668732
bottom	0.154438
left	0.382831
.	0.068218
