<s>	47.673737
start	0.020783
to	0.010552
start	0.016078
to	0.009715
start	0.013036
to	0.009053
start	0.011828
to	0.007819
start	0.010359
to	0.007491
start	0.009824
to	0.008452
start	0.010392
to	0.008648
start	0.010342
to	0.009509
start	0.009624
to	0.010464
start	0.008607
to	0.011121
start	0.009017
to	0.012748
start	0.010582
to	0.014678
start	0.010914
to	0.015460
start	0.009968
to	0.016240
start	0.010401
to	0.017648
start	0.011786
to	0.018870
start	0.012248
to	0.020463
restore	0.050564
data	0.005134
through	0.033558
a	0.193200
restoration	0.003470
solution	0.039278
on	0.131280
the	0.100571
bottom	0.793347
left	0.131614
to	0.177288
the	0.101445
bottom	0.107695
left	0.015216
.	0.037889
