<s>	33.841938
start	1.039132
to	0.714792
start	1.156290
to	0.480281
start	0.875409
to	0.359866
start	0.651924
to	0.307674
start	0.484379
to	0.236505
start	0.355299
to	0.189871
start	0.296361
to	0.175786
start	0.258049
to	0.164128
start	0.229301
to	0.154163
start	0.216517
to	0.146506
start	0.217564
to	0.143348
start	0.207833
to	0.140727
start	0.191593
to	0.128585
start	0.160781
to	0.111116
start	0.128409
to	0.097518
start	0.105010
to	0.090626
start	0.074033
to	0.065484
restore	0.494484
data	0.175238
through	0.202644
a	0.439484
restoration	0.173233
solution	0.490926
on	0.129634
the	0.231308
bottom	0.870751
left	1.139840
to	0.350557
the	0.407649
bottom	0.498007
left	0.186975
.	0.012475
