<s>	38.667446
start	0.373630
to	0.359321
start	0.423192
to	0.299771
start	0.339242
to	0.249442
start	0.269678
to	0.226474
start	0.224529
to	0.209029
start	0.191495
to	0.203714
start	0.177301
to	0.207892
start	0.173007
to	0.217122
start	0.170311
to	0.231762
start	0.165917
to	0.239773
start	0.168521
to	0.254819
start	0.170188
to	0.264138
start	0.162425
to	0.240799
start	0.144189
to	0.217057
start	0.129784
to	0.208385
start	0.127433
to	0.200060
start	0.120984
to	0.160741
restore	0.310499
data	0.085876
through	0.201796
a	0.423527
restoration	0.165042
solution	0.203473
on	0.217911
the	0.323005
bottom	0.660949
left	0.413401
to	0.160752
the	0.219735
bottom	0.344739
left	0.062573
.	0.017153
