<s>	9.318628
start	2.392617
to	3.164288
start	1.638199
to	2.250540
start	1.221390
to	1.871462
start	0.945980
to	1.505600
start	0.730686
to	1.309585
start	0.616827
to	1.203530
start	0.606701
to	1.187849
start	0.600056
to	1.172853
start	0.574425
to	1.163453
start	0.564986
to	1.133090
start	0.548099
to	1.004673
start	0.491918
to	0.791344
start	0.427819
to	0.671977
start	0.386185
to	0.585261
start	0.340088
to	0.478129
start	0.296067
to	0.339671
start	0.246416
to	0.243698
restore	0.599175
data	0.229621
through	0.401996
a	0.186195
restoration	0.216038
solution	0.644296
on	0.770981
the	1.099497
bottom	1.170450
left	0.765138
to	0.597480
the	0.435709
bottom	0.445237
left	0.221770
.	0.192327
