<s>	42.289463
start	0.364917
to	0.249290
start	0.283437
to	0.203575
start	0.236057
to	0.210994
start	0.212738
to	0.213374
start	0.188655
to	0.213695
start	0.175336
to	0.217231
start	0.173829
to	0.208630
start	0.157146
to	0.205091
start	0.136855
to	0.204991
start	0.125890
to	0.200371
start	0.126266
to	0.193135
start	0.123256
to	0.184358
start	0.112167
to	0.159283
start	0.092742
to	0.137883
start	0.079399
to	0.122085
start	0.069342
to	0.088245
start	0.051921
to	0.042021
restore	0.040743
data	0.008698
through	0.038384
a	0.041384
restoration	0.025148
solution	0.044254
on	0.023832
the	0.025633
bottom	0.340982
left	0.695198
to	0.336094
the	0.046201
bottom	0.189139
left	0.089068
.	0.001570
