<s>	41.665623
start	0.141593
to	0.300070
start	0.109053
to	0.250061
start	0.109180
to	0.240788
start	0.105821
to	0.223814
start	0.094858
to	0.195803
start	0.095093
to	0.200762
start	0.106888
to	0.208844
start	0.113387
to	0.207088
start	0.112695
to	0.205197
start	0.109992
to	0.198038
start	0.114757
to	0.206443
start	0.124562
to	0.221275
start	0.126111
to	0.224063
start	0.130132
to	0.232251
start	0.147708
to	0.287665
start	0.175079
to	0.350494
start	0.212125
to	0.463510
restore	0.095117
data	0.087401
through	0.722428
a	0.568133
restoration	0.047006
solution	0.251949
on	0.083913
the	0.031205
bottom	0.007879
left	0.003011
to	0.060603
the	0.012931
bottom	0.004357
left	0.002506
.	0.010734
