<s>	17.270651
start	1.488457
to	1.458193
start	1.418243
to	1.250353
start	1.053894
to	1.102107
start	0.890443
to	0.952463
start	0.759089
to	0.811228
start	0.619313
to	0.728676
start	0.570285
to	0.691603
start	0.593036
to	0.654515
start	0.585187
to	0.657403
start	0.544081
to	0.658374
start	0.543292
to	0.641725
start	0.563855
to	0.638483
start	0.561154
to	0.599632
start	0.478384
to	0.523667
start	0.401088
to	0.482932
start	0.363434
to	0.430613
start	0.279295
to	0.317530
restore	0.655416
data	0.303797
through	0.786441
a	0.973809
restoration	0.607797
solution	0.754175
on	0.380910
the	0.555771
bottom	0.818866
left	0.796577
to	0.432082
the	0.368593
bottom	0.467309
left	0.337811
.	0.177965
