<s>	48.883694
start	0.047028
to	0.029362
start	0.029550
to	0.021482
start	0.022782
to	0.019097
start	0.021241
to	0.018494
start	0.020989
to	0.017531
start	0.020686
to	0.016570
start	0.020805
to	0.014979
start	0.019573
to	0.014039
start	0.019007
to	0.014665
start	0.020407
to	0.016180
start	0.021666
to	0.017082
start	0.022809
to	0.018128
start	0.025693
to	0.019715
start	0.025801
to	0.018692
start	0.024533
to	0.017585
start	0.026011
to	0.017564
start	0.028368
to	0.019509
restore	0.024668
data	0.005018
through	0.030691
a	0.062310
restoration	0.030253
solution	0.036421
on	0.073827
the	0.039604
bottom	0.010478
left	0.005027
to	0.029733
the	0.026830
bottom	0.010228
left	0.002353
.	0.001235
