<s>	44.999454
start	0.188732
to	0.015700
start	0.207468
to	0.016784
start	0.226666
to	0.016814
start	0.258593
to	0.016035
start	0.268171
to	0.015094
start	0.253636
to	0.014562
start	0.247918
to	0.014172
start	0.236590
to	0.014975
start	0.200666
to	0.015639
start	0.169981
to	0.016908
start	0.161386
to	0.017489
start	0.145269
to	0.016332
start	0.125985
to	0.016668
start	0.110846
to	0.017784
start	0.099852
to	0.018200
start	0.080595
to	0.018272
start	0.061203
to	0.019580
restore	0.014023
data	0.010135
through	0.073133
a	0.206121
restoration	0.098778
solution	0.059441
on	0.093877
the	0.125136
bottom	0.341858
left	0.203482
to	0.078655
the	0.113414
bottom	0.153474
left	0.100674
.	0.003787
