<s>	41.504242
start	0.303551
to	0.334014
start	0.204904
to	0.209032
start	0.136235
to	0.147276
start	0.098749
to	0.119718
start	0.081734
to	0.107448
start	0.075020
to	0.100988
start	0.076228
to	0.096628
start	0.077420
to	0.096368
start	0.081727
to	0.097549
start	0.092107
to	0.101394
start	0.101593
to	0.108897
start	0.105153
to	0.115857
start	0.111443
to	0.123860
start	0.124295
to	0.136251
start	0.135702
to	0.145344
start	0.138160
to	0.149601
start	0.135307
to	0.139717
restore	0.180808
data	0.140303
through	0.126749
a	0.356270
restoration	0.334897
solution	0.221778
on	0.238493
the	0.393509
bottom	0.965463
left	0.500522
to	0.136118
the	0.165302
bottom	0.233754
left	0.084506
.	0.008023
