<s>	39.097195
start	0.239696
to	0.261486
start	0.315740
to	0.251971
start	0.290029
to	0.214858
start	0.265090
to	0.226697
start	0.234846
to	0.217232
start	0.192199
to	0.208479
start	0.194600
to	0.233886
start	0.221764
to	0.267197
start	0.244287
to	0.298892
start	0.265341
to	0.360211
start	0.305433
to	0.445112
start	0.341003
to	0.468554
start	0.317481
to	0.400579
start	0.254225
to	0.327357
start	0.192873
to	0.273832
start	0.164604
to	0.236656
start	0.110706
to	0.123686
restore	0.121841
data	0.047147
through	0.066765
a	0.641138
restoration	0.029234
solution	0.113132
on	0.120619
the	0.130405
bottom	0.174578
left	0.219784
to	0.108357
the	0.074998
bottom	0.059502
left	0.010138
.	0.018566
