<s>	29.355707
start	1.028329
to	1.165096
start	0.851478
to	0.940218
start	0.669476
to	0.832937
start	0.555310
to	0.721285
start	0.463673
to	0.630492
start	0.389251
to	0.567493
start	0.368042
to	0.533364
start	0.346004
to	0.500833
start	0.324178
to	0.476886
start	0.320187
to	0.449944
start	0.312103
to	0.397911
start	0.281970
to	0.332747
start	0.264589
to	0.299496
start	0.238831
to	0.260781
start	0.204544
to	0.211905
start	0.181575
to	0.164099
start	0.159884
to	0.137555
restore	0.364628
data	0.244948
through	0.275847
a	0.316111
restoration	0.436248
solution	0.376089
on	0.345480
the	0.584271
bottom	0.777785
left	0.457476
to	0.217997
the	0.223789
bottom	0.210051
left	0.142986
.	0.088114
