<s>	40.983700
start	0.427554
to	0.378482
start	0.404487
to	0.320349
start	0.325179
to	0.283137
start	0.283274
to	0.251975
start	0.248096
to	0.220585
start	0.209208
to	0.200084
start	0.191443
to	0.188531
start	0.186597
to	0.178816
start	0.176271
to	0.173690
start	0.163195
to	0.169514
start	0.160161
to	0.161880
start	0.155332
to	0.152640
start	0.144889
to	0.138452
start	0.124178
to	0.121678
start	0.106159
to	0.108751
start	0.092766
to	0.091227
start	0.072088
to	0.064455
restore	0.134407
data	0.057306
through	0.146503
a	0.196166
restoration	0.103494
solution	0.171718
on	0.116379
the	0.127211
bottom	0.373058
left	0.377505
to	0.215314
the	0.089208
bottom	0.130742
left	0.071719
.	0.030449
