<s>	10.233755
start	1.829771
to	2.899866
start	1.418685
to	2.595599
start	1.037470
to	2.431068
start	0.847661
to	2.138639
start	0.747258
to	1.893919
start	0.688732
to	1.656193
start	0.638749
to	1.391299
start	0.530980
to	1.193233
start	0.451030
to	1.064798
start	0.398508
to	0.905199
start	0.344350
to	0.769312
start	0.307771
to	0.661291
start	0.282790
to	0.568264
start	0.238402
to	0.471213
start	0.196792
to	0.385725
start	0.165556
to	0.304239
start	0.136207
to	0.259465
restore	0.230581
data	0.549182
through	0.369032
a	0.443849
restoration	0.595543
solution	1.184262
on	0.112699
the	0.645115
bottom	1.379315
left	0.843179
to	0.247729
the	0.355591
bottom	0.421829
left	0.157952
.	0.380355
