<s>	49.533802
start	0.003948
to	0.004293
start	0.002636
to	0.003214
start	0.001978
to	0.002524
start	0.001665
to	0.001960
start	0.001397
to	0.001657
start	0.001310
to	0.001625
start	0.001323
to	0.001446
start	0.001164
to	0.001475
start	0.001152
to	0.001817
start	0.001532
to	0.002277
start	0.002227
to	0.002720
start	0.002886
to	0.003235
start	0.004074
to	0.004327
start	0.005580
to	0.005773
start	0.007366
to	0.007181
start	0.009397
to	0.008175
start	0.012671
to	0.010185
restore	0.003242
data	0.000490
through	0.019137
a	0.040206
restoration	0.001456
solution	0.018642
on	0.041412
the	0.054221
bottom	0.061821
left	0.016359
to	0.027055
the	0.034135
bottom	0.018062
left	0.003726
.	0.000043
