<s>	5.587317
start	2.075294
to	2.259278
start	1.445152
to	1.782838
start	1.412411
to	1.686335
start	1.190448
to	1.438125
start	0.891130
to	1.187973
start	0.778478
to	1.086255
start	0.774163
to	1.063953
start	0.704081
to	1.019294
start	0.612056
to	1.042768
start	0.627883
to	1.063445
start	0.631536
to	0.968025
start	0.565753
to	0.923195
start	0.582859
to	0.960662
start	0.648233
to	0.977230
start	0.619114
to	0.913521
start	0.525720
to	0.830621
start	0.456994
to	0.808957
restore	0.355863
data	0.631963
through	0.792096
a	0.825274
restoration	0.690325
solution	0.485650
on	0.918820
the	0.799451
bottom	0.578396
left	0.571363
to	0.742046
the	0.718287
bottom	0.548665
left	0.526543
.	0.674164
