<s>	24.874798
start	0.649189
to	0.658583
start	0.448030
to	0.448745
start	0.316624
to	0.306300
start	0.250141
to	0.234048
start	0.235575
to	0.203364
start	0.227523
to	0.212648
start	0.263377
to	0.277651
start	0.368562
to	0.396363
start	0.496386
to	0.504035
start	0.560029
to	0.565997
start	0.567856
to	0.678583
start	0.555035
to	0.751614
start	0.436237
to	0.632989
start	0.319124
to	0.489666
start	0.248510
to	0.459269
start	0.259544
to	0.570791
start	0.343173
to	0.973440
restore	1.076843
data	0.414882
through	1.029501
a	0.521060
restoration	0.723634
solution	0.228789
on	1.707907
the	0.455402
bottom	1.125765
left	0.068081
to	1.862912
the	0.312364
bottom	0.671732
left	0.010110
.	0.007219
